predicate_raw,memories,relation_type,arity,similarity
planned_home_improvement,1,other,unknown,0.300
planned_hikes,1,other,unknown,0.347
planned_group_names,1,other,unknown,0.330
planned_fitness,1,routine,single,0.423
planned_fishing_trips,1,other,unknown,0.301
planned_exercise,1,routine,single,0.426
planned_drinks,1,planned_event,event,0.448
planned_desserts,1,planned_event,event,0.362
planned_courses,1,planned_event,event,0.483
planned_classes,1,planned_event,event,0.486
pitch_deck_url,1,other,unknown,0.149
pilon_definition,1,other,unknown,0.141
pig_rotor_count,1,other,unknown,0.176
pig_payload_capacity,1,other,unknown,0.183
pig_mtow_estimate,1,other,unknown,0.163
pig_cabin_height,1,other,unknown,0.166
picnic_plans,1,planned_event,event,0.355
picnic_menu,1,other,unknown,0.347
piano_resources,1,other,unknown,0.235
piano_repertoire,1,other,unknown,0.274
piano_practice_tools,1,uses_tool,single,0.389
piano_practice_approach,1,other,unknown,0.242
piano_books,1,other,unknown,0.345
piano_apps,1,other,unknown,0.227
physical_journaling_tools,1,other,unknown,0.335
physical_discomfort,1,health_status,single,0.442
physical_condition,1,health_status,single,0.487
physical_activities,1,practises_hobby,set,0.610
photography_training,1,other,unknown,0.285
photography_subjects,1,studies,single,0.388
photography_specialization,1,other,unknown,0.342
photography_plans,1,planned_event,event,0.390
photography_planning_tools,1,other,unknown,0.288
photography_learning_resources,1,other,unknown,0.256
photography_interest,1,other,unknown,0.339
photography_courses,1,studies,single,0.379
photographer_recommendations,1,recommended,speech,0.364
photo_storage_tools,1,other,unknown,0.296
photo_spot_recommendations,1,recommended,speech,0.259
photo_shoot_plans,1,planned_event,event,0.354
photo_printing_preference,1,other,unknown,0.183
photo_editing_recommendation,1,recommended,speech,0.366
photo_collection,1,owns,set,0.349
photo_captures,1,other,unknown,0.222
photo_albums,1,other,unknown,0.316
photo_album_specifications,1,other,unknown,0.228
photo_album_service,1,other,unknown,0.346
photo_album_plans,1,planned_event,event,0.342
photo_album_organization,1,other,unknown,0.258
phone_storage_management,1,other,unknown,0.292
phone_protection,1,other,unknown,0.234
phone_free_time,1,other,unknown,0.235
phone_condition,1,other,unknown,0.320
phone_battery_life,1,other,unknown,0.179
phobias,1,avoids,single,0.419
pfizer_research,1,other,unknown,0.169
pfizer_collaboration,1,other,unknown,0.217
pets_owned,1,owns,set,0.781
pet_vet_visits,1,owns_pet,single,0.467
pet_training,1,owns_pet,single,0.460
pet_toy_acquisition_date,1,owns_pet,single,0.436
pet_preference,1,owns_pet,single,0.621
pet_owned,1,owns,set,0.824
pet_medication,1,owns_pet,single,0.502
pet_health,1,owns_pet,single,0.545
pet_food_source,1,owns_pet,single,0.493
pet_food,1,owns_pet,single,0.560
pet_favorite_treats,1,owns_pet,single,0.481
pet_favorite_toys,1,owns_pet,single,0.518
pet_expense,1,owns_pet,single,0.587
pet_diet,1,owns_pet,single,0.495
pet_cat,1,owns_pet,single,0.607
pet_care_history,1,event_occurred,event,0.502
pet_adoption_interest,1,owns_pet,single,0.535
pet_activities,1,owns_pet,single,0.545
pesto_recipe,1,other,unknown,0.332
pest_control_methods,1,other,unknown,0.236
personal_style,1,other,unknown,0.313
personal_projects,1,practises_hobby,set,0.397
personal_project,1,other,unknown,0.326
personal_preferences,1,prefers,single,0.688
personal_preference,1,prefers,single,0.635
personal_milestones,1,milestone,event,0.807
personal_mantra,1,other,unknown,0.253
personal_interests,1,practises_hobby,set,0.379
personal_interest,1,financial_activity,set,0.421
personal_goals,1,current_goal,single,0.649
personal_goal,1,current_goal,single,0.650
personal_demographics,1,lives_in,single,0.391
personal_contribution,1,other,unknown,0.308
personal_contacts,1,knows_person,set,0.382
personal_conflicts,1,other,unknown,0.273
personal_care_products,1,other,unknown,0.294
personal_anecdote,1,other,unknown,0.337
persona_details,1,knows_person,set,0.362
persona,1,other,unknown,0.317
peripherals_owned,1,owns,set,0.475
periodical_subscription,1,used_service,set,0.437
perfume_purchases,1,acquired,set,0.259
performed_songs,1,listened_to,set,0.379
performances,1,other,unknown,0.280
performance_review,1,other,unknown,0.321
performance_history,1,event_occurred,event,0.316
pearl_storage_advice,1,recommended,speech,0.200
pearl_display_method,1,other,unknown,0.106
pearl_cleaning_advice,1,recommended,speech,0.192
peak_productivity_hours,1,other,unknown,0.291
peach_tree_variety,1,other,unknown,0.144
peach_tree_soil_advice,1,recommended,speech,0.193
peach_tree_pruning_advice,1,recommended,speech,0.097
peach_tree_container_size,1,other,unknown,0.170
pc_upgrade_budget,1,financial_activity,set,0.197
pc_hardware,1,other,unknown,0.147
pc_budget_estimate,1,other,unknown,0.273
payroll_update,1,other,unknown,0.265
payment_gateway_recommendation,1,recommended,speech,0.288
payment_gateway,1,other,unknown,0.261
paternal_grandparents_residence,1,lives_in,single,0.416
patents,1,other,unknown,0.206
pasta_sauce_recipe,1,other,unknown,0.320
pasta_sauce_ingredient,1,other,unknown,0.258
pasta_dough_preference,1,other,unknown,0.297
past_trip_packing,1,visited,set,0.425
past_travels,1,visited,set,0.542
past_travel_duration,1,visited,set,0.503
past_stays,1,event_occurred,event,0.464
past_residence,1,lives_in,single,0.575
past_purchases,1,acquired,set,0.457
past_hiking_experience,1,visited,set,0.400
past_hikes,1,visited,set,0.418
past_flights,1,event_occurred,event,0.439
past_flight_class,1,attended,set,0.378
past_experience,1,event_occurred,event,0.465
past_dining,1,ate_at,set,0.528
past_accommodations,1,visited,set,0.403
past_accommodation,1,visited,set,0.463
passport_update_method,1,other,unknown,0.139
passport_application,1,other,unknown,0.203
party_venue_search,1,attended,set,0.367
party_themes,1,other,unknown,0.215
party_stationery,1,other,unknown,0.274
party_playlist,1,other,unknown,0.310
party_plans,1,planned_event,event,0.458
party_photographer,1,other,unknown,0.282
party_music,1,listened_to,set,0.376
party_location,1,other,unknown,0.303
party_gifts,1,other,unknown,0.283
party_food,1,ate_at,set,0.358
party_favors,1,other,unknown,0.295
party_decorations,1,other,unknown,0.269
party_color_scheme,1,other,unknown,0.209
party_activities,1,practises_hobby,set,0.401
particle_counter_brand,1,other,unknown,0.201
parents_location,1,lives_in,single,0.394
paper_towel_alternatives,1,other,unknown,0.172
paper_sources,1,read,set,0.371
pantry_staples,1,other,unknown,0.255
pantry_needs,1,grows,set,0.388
pantry_items,1,grows,set,0.353
palette_knife_medium_recommendations,1,recommended,speech,0.277
pairing_recommendations,1,recommended,speech,0.354
painting_tutorial,1,other,unknown,0.198
painting_technique,1,other,unknown,0.129
painting_style_recommendation,1,recommended,speech,0.299
painting_projects_completed,1,completed,set,0.498
painting_projects,1,other,unknown,0.273
painting_practice_schedule,1,routine,single,0.251
painting_pieces_completed,1,completed,set,0.470
painting_music_recommendations,1,recommended,speech,0.361
painting_color_plan,1,planned_event,event,0.172
paint_choice,1,other,unknown,0.209
packing_lists,1,other,unknown,0.190
packing_habits,1,other,unknown,0.263
owned_spirits,1,owns,set,0.491
owned_electronics,1,owns,set,0.517
owned_domains,1,owns,set,0.452
owned_audio_equipment,1,owns,set,0.489
overwatch_settings,1,other,unknown,0.259
overwatch_main,1,other,unknown,0.271
overwatch_hero_recommendation,1,recommended,speech,0.336
overnight_oats_toppings,1,other,unknown,0.233
over_door_sock_organizer_recommendation,1,recommended,speech,0.217
oven_cleaning,1,other,unknown,0.278
outfit_worn,1,other,unknown,0.311
outdoor_furniture_recommendation,1,recommended,speech,0.228
orlando_restaurants,1,ate_at,set,0.454
origin_country,1,other,unknown,0.202
organizing_time,1,other,unknown,0.282
organization_tool,1,uses_tool,single,0.512
organization_task,1,works_at,single,0.446
organization_recommendation,1,recommended,speech,0.496
organization_plan,1,planned_event,event,0.402
organization_name,1,works_at,single,0.443
organization_interest_charge,1,other,unknown,0.283
optimization_tips,1,other,unknown,0.223
online_subscriptions,1,used_service,set,0.493
online_resource_recommendation,1,recommended,speech,0.405
online_purchase_count,1,other,unknown,0.267
online_payment_methods,1,other,unknown,0.319
online_monitoring_tools,1,uses_tool,single,0.460
online_courses,1,studies,single,0.376
online_application_services,1,used_service,set,0.483
okinawa_trip_itinerary,1,other,unknown,0.332
okinawa_trip_accommodation,1,visited,set,0.354
oil_change_interval,1,other,unknown,0.189
oil_brand_recommendation,1,recommended,speech,0.264
offline_map_apps,1,other,unknown,0.235
office_to_station_distance,1,other,unknown,0.260
obd_reader_recommendations,1,recommended,speech,0.385
oat_sweetener_recommendation,1,recommended,speech,0.230
nyc_vegan_recommendations,1,recommended,speech,0.190
nyc_pizza_recommendations,1,recommended,speech,0.232
nyc_hotel_recommendations,1,recommended,speech,0.277
nyc_food_recommendations,1,recommended,speech,0.324
nyc_food_market_recommendations,1,recommended,speech,0.354
nyc_brunch_recommendations,1,recommended,speech,0.266
nutritional_monitoring,1,other,unknown,0.331
nutritional_info,1,dietary_rule,single,0.393
nutritional_comparison,1,dietary_rule,single,0.372
nutrition_tracking,1,dietary_rule,single,0.405
nutrition_app_recommendations,1,recommended,speech,0.384
note_taking_tools,1,uses_tool,single,0.400
note_taking_tool,1,uses_tool,single,0.401
note_taking_apps_used,1,other,unknown,0.342
note_taking_app_preferences,1,other,unknown,0.305
note_taking_app,1,other,unknown,0.206
nlp_courses,1,other,unknown,0.331
nieces_nephews_age,1,other,unknown,0.183
niece_name,1,other,unknown,0.270
niece_graduation,1,milestone,event,0.512
niece_education,1,other,unknown,0.333
niece_details,1,other,unknown,0.272
niece_age,1,other,unknown,0.234
nickname_suggestions,1,other,unknown,0.283
next_maintenance,1,other,unknown,0.285
next_book_to_read,1,read,set,0.533
newsletter_topics,1,other,unknown,0.298
newsletter_subscriptions,1,used_service,set,0.421
newsletter_recommendation,1,recommended,speech,0.360
news_review_schedule,1,routine,single,0.293
news_read,1,read,set,0.573
news_consumption_schedule,1,routine,single,0.361
network_hardware,1,other,unknown,0.136
network_equipment,1,owns,set,0.298
network_environment,1,other,unknown,0.223
nether_paradise_structure,1,other,unknown,0.116
nether_paradise_function,1,other,unknown,0.081
nether_paradise_definition,1,other,unknown,0.087
netflix_account_management,1,other,unknown,0.348
nephew_birthday,1,milestone,event,0.402
nemesis,1,other,unknown,0.285
neighborhood_amenities,1,lives_in,single,0.442
negroni_preferred_ingredients,1,other,unknown,0.182
negroni_made_count,1,other,unknown,0.159
nba_viewing_habit,1,routine,single,0.389
navigation_favorites,1,prefers,single,0.455
navigation_app_recommendations,1,recommended,speech,0.427
nature_documentary_recommendations,1,recommended,speech,0.359
natural_remedy_recommendations,1,recommended,speech,0.278
nats_helpline,1,other,unknown,0.154
nats_convention,1,other,unknown,0.181
nassim_haramein_info,1,other,unknown,0.257
nas_recommendations,1,recommended,speech,0.281
nas_device_recommendations,1,recommended,speech,0.242
nap_habit,1,routine,single,0.461
name_change_status,1,other,unknown,0.258
name_change_notification,1,other,unknown,0.198
musician_profile,1,listened_to,set,0.410
musicals_watchlist,1,watched,set,0.377
musical_skills,1,other,unknown,0.269
musical_repertoire,1,other,unknown,0.335
musical_instrument_practice,1,other,unknown,0.316
musical_influences,1,other,unknown,0.325
musical_equipment,1,owns,set,0.302
music_workshops,1,other,unknown,0.345
music_workshop_attendance,1,attended,set,0.508
music_theory_resources,1,listened_to,set,0.363
music_theory_books,1,other,unknown,0.338
music_tempo_recommendation,1,recommended,speech,0.311
music_streaming_service,1,listened_to,set,0.645
music_skill,1,listened_to,set,0.385
music_releases,1,listened_to,set,0.394
music_production_software,1,other,unknown,0.309
music_preferences,1,prefers,single,0.430
music_playlists,1,listened_to,set,0.484
music_platform_verification_goal,1,current_goal,single,0.309
music_plan,1,planned_event,event,0.434
music_journal,1,listened_to,set,0.498
music_interest,1,listened_to,set,0.534
music_history_documentaries,1,listened_to,set,0.371
music_history_books,1,other,unknown,0.328
music_group,1,other,unknown,0.347
music_goals,1,current_goal,single,0.482
music_genres,1,listened_to,set,0.447
music_festival_interests,1,listened_to,set,0.391
music_festival_attendance,1,attended,set,0.457
music_discovery_platform,1,listened_to,set,0.422
music_discovery,1,listened_to,set,0.448
music_choice,1,listened_to,set,0.468
mushroom_recommendation,1,recommended,speech,0.280
museum_tour_plans,1,planned_event,event,0.419
museum_tour_guide,1,attended,set,0.388
museum_pass_purchase_methods,1,acquired,set,0.405
museum_pass_duration,1,other,unknown,0.260
multiplayer_games_list,1,other,unknown,0.258
multiplayer_games_interest,1,other,unknown,0.315
mulch_preference,1,other,unknown,0.290
moving_plans,1,planned_event,event,0.385
moving_plan,1,planned_event,event,0.420
moving_date,1,event_occurred,event,0.397
movies_watched_count,1,watched,set,0.651
movie_night_theme,1,other,unknown,0.257
movie_marathon_plan,1,planned_event,event,0.358
movie_marathon_lineup,1,watched,set,0.360
movie_marathon,1,watched,set,0.415
movie_journal,1,watched,set,0.431
movie_habits,1,watched,set,0.550
movie_collection_organization,1,watched,set,0.383
move_date,1,event_occurred,event,0.387
mouse_preferences,1,prefers,single,0.377
mouse,1,other,unknown,0.244
mountain_biking_recommendations,1,recommended,speech,0.196
motorcycles_owned,1,owns,set,0.442
mother_taahlen_occupation,1,other,unknown,0.279
mother_health,1,health_status,single,0.424
mother_birthday,1,milestone,event,0.429
mother_age,1,other,unknown,0.205
mortgage_provider,1,other,unknown,0.288
mortgage_preapproval_amount,1,other,unknown,0.233
mortgage_details,1,other,unknown,0.234
morning_workout_time,1,routine,single,0.594
morning_workout_schedule,1,routine,single,0.660
morning_workout_frequency,1,routine,single,0.623
morning_routine_tips,1,routine,single,0.673
morning_routine_goal,1,current_goal,single,0.694
morning_routine_details,1,routine,single,0.742
morning_buffer_time,1,other,unknown,0.334
morning_beverage_habit,1,routine,single,0.527
moocs,1,other,unknown,0.251
monthly_take_home_pay,1,other,unknown,0.205
monthly_spending,1,financial_activity,set,0.568
monthly_fixed_expenses,1,financial_activity,set,0.415
monthly_expenses,1,financial_activity,set,0.451
monetization_strategy,1,financial_activity,set,0.355
moisturizer_requirements,1,other,unknown,0.265
moisturizer_recommendations,1,recommended,speech,0.341
moisturizer_preference,1,other,unknown,0.342
moisturizer_choice,1,other,unknown,0.279
moisturizer_brand,1,other,unknown,0.199
mofongo_definition,1,other,unknown,0.163
moffat_business,1,other,unknown,0.171
moffat_accommodations,1,other,unknown,0.243
models_completed,1,completed,set,0.433
model_project_start_date,1,other,unknown,0.271
model_project_start,1,other,unknown,0.305
model_project,1,other,unknown,0.251
model_paint_type,1,other,unknown,0.171
model_building_start_date,1,other,unknown,0.232
model_building_duration,1,other,unknown,0.243
mobile_games,1,other,unknown,0.295
mlb_ticket_sources,1,other,unknown,0.231
ml_tool,1,uses_tool,single,0.417
ml_task,1,other,unknown,0.254
ml_project,1,other,unknown,0.172
mixed_media_techniques,1,other,unknown,0.275
mixed_media_materials,1,other,unknown,0.216
mission_history,1,event_occurred,event,0.312
mirror_details,1,other,unknown,0.273
mirror_choice,1,other,unknown,0.307
mindfulness_techniques,1,other,unknown,0.178
mindfulness_retreat,1,other,unknown,0.194
mindfulness_resources,1,other,unknown,0.205
mindfulness_recommendation,1,recommended,speech,0.344
mindfulness_practices,1,other,unknown,0.233
mindfulness_exercises,1,other,unknown,0.304
migration_history,1,event_occurred,event,0.402
middleware_requirements,1,other,unknown,0.274
microphone_recommendations,1,recommended,speech,0.263
microfiber_cloth_recommendation,1,recommended,speech,0.199
metal_straw_recommendations,1,recommended,speech,0.179
messaging_preference,1,prefers,single,0.427
mesh_networking_recommendation,1,recommended,speech,0.221
mesh_network_recommendations,1,recommended,speech,0.272
merchandise_search_strategies,1,other,unknown,0.249
menu_starter,1,other,unknown,0.298
menu_selection,1,other,unknown,0.229
menu_planning,1,other,unknown,0.335
menu_plan,1,planned_event,event,0.323
menu_main,1,other,unknown,0.205
menu_item,1,other,unknown,0.248
menu_drink,1,ate_at,set,0.353
menu_centerpiece,1,other,unknown,0.197
mentorship_schedule,1,routine,single,0.252
mentorship_goals,1,current_goal,single,0.384
mentorship,1,other,unknown,0.344
mental_health_tracking,1,health_status,single,0.376
mental_health_management,1,other,unknown,0.324
mens_clothing_subscription_recommendation,1,recommended,speech,0.271
memory_concerns,1,other,unknown,0.191
meme_recommendations,1,recommended,speech,0.363
memberships,1,other,unknown,0.295
membership_costs,1,other,unknown,0.234
meeting_plan,1,planned_event,event,0.462
meeting_history,1,event_occurred,event,0.513
meerut_crops,1,grows,set,0.410
meditation_yoga_schedule,1,routine,single,0.394
meditation_websites,1,other,unknown,0.246
meditation_technique,1,other,unknown,0.224
meditation_schedule,1,routine,single,0.382
meditation_plans,1,planned_event,event,0.297
meditation_history,1,event_occurred,event,0.256
meditation_habit,1,routine,single,0.333
meditation_goal,1,current_goal,single,0.490
meditation_experts,1,other,unknown,0.305
meditation_experience,1,other,unknown,0.254
meditation_duration,1,other,unknown,0.167
meditation_app_recommendations,1,recommended,speech,0.307
meditation_app,1,other,unknown,0.187
medication_management_app,1,other,unknown,0.341
medication_history,1,event_occurred,event,0.344
medical_status,1,health_status,single,0.725
medical_procedures,1,other,unknown,0.282
medical_procedure,1,other,unknown,0.285
medical_prescription,1,other,unknown,0.308
medical_exam_timeline,1,other,unknown,0.304
medical_diagnosis,1,health_status,single,0.513
medical_device,1,other,unknown,0.278
medical_assistance,1,health_status,single,0.365
media_watch_list,1,watched,set,0.595
media_to_watch,1,watched,set,0.543
media_recommendation,1,recommended,speech,0.486
media_management_tools,1,uses_tool,single,0.431
media_interests,1,listened_to,set,0.383
media_followed,1,listened_to,set,0.395
media_consumption_speed,1,other,unknown,0.326
media_availability,1,listened_to,set,0.460
meals_prepared,1,cooked,set,0.534
meals,1,ate_at,set,0.495
meal_recommendation,1,recommended,speech,0.457
meal_prep_status,1,ate_at,set,0.458
meal_prep_ideas,1,cooked,set,0.453
meal_prep_habit,1,routine,single,0.485
meal_prep_goal,1,current_goal,single,0.445
meal_prep_day,1,ate_at,set,0.455
meal_planning_method,1,ate_at,set,0.450
meal_planning_ingredients,1,cooked,set,0.445
meal_planning_apps,1,ate_at,set,0.441
meal_planning_app,1,ate_at,set,0.454
meal_kit_services,1,ate_at,set,0.405
meal_kit_delivery,1,ate_at,set,0.382
meal_delivery_services,1,ate_at,set,0.463
meal_delivery_frequency,1,ate_at,set,0.409
mba_consideration,1,other,unknown,0.302
mayan_cuisine,1,cooked,set,0.395
mayan_arts,1,other,unknown,0.175
maxwells_website,1,other,unknown,0.165
maxwells_phone,1,other,unknown,0.240
maxwells_features,1,other,unknown,0.130
maui_trail_recommendation,1,recommended,speech,0.245
maui_resort_booking,1,other,unknown,0.237
maui_hiking_recommendation,1,recommended,speech,0.235
maui_dining_recommendation,1,recommended,speech,0.390
maui_breakfast_recommendation,1,recommended,speech,0.299
maui_activity_recommendation,1,recommended,speech,0.310
mattress_shopping,1,other,unknown,0.183
mattress_age,1,other,unknown,0.188
math_resource_recommendation,1,recommended,speech,0.293
material_hiding_spots,1,other,unknown,0.177
masters_program_recommendation,1,recommended,speech,0.366
masters_applications,1,other,unknown,0.301
mastermind_memberships,1,other,unknown,0.237
master_spirits_headquarters,1,other,unknown,0.263
marriage_date,1,relationship_status,single,0.392
marketing_tools,1,uses_tool,single,0.500
marketing_resources,1,other,unknown,0.256
marketing_materials,1,other,unknown,0.293
marketing_keywords,1,other,unknown,0.264
marketing_collaboration,1,other,unknown,0.264
marketing_campaign_metrics,1,other,unknown,0.250
marketing_budget,1,financial_activity,set,0.419
marketing_books,1,read,set,0.364
market_supplies,1,other,unknown,0.306
market_schedule,1,routine,single,0.337
market_sales,1,other,unknown,0.218
market_preparation,1,other,unknown,0.252
market_plans,1,planned_event,event,0.350
market_events,1,planned_event,event,0.469
market_attendance_plan,1,planned_event,event,0.406
market_attendance,1,attended,set,0.434
marital_history,1,event_occurred,event,0.568
marine_conservation_orgs,1,other,unknown,0.200
marinara_brand_recommendation,1,recommended,speech,0.235
marathons_completed,1,completed,set,0.398
marathon_training_recommendations,1,recommended,speech,0.269
marathon_training,1,other,unknown,0.214
marathon_history,1,event_occurred,event,0.303
marathon_finish_time,1,other,unknown,0.300
mango_harvest_recommendation,1,recommended,speech,0.271
manager_name,1,other,unknown,0.326
makeup_purchases,1,acquired,set,0.204
makeup_owned,1,owns,set,0.390
maintenance_tracking,1,other,unknown,0.290
maintenance_schedule,1,routine,single,0.322
magic_system_rules,1,other,unknown,0.275
magic_system,1,other,unknown,0.247
magazines_read,1,read,set,0.667
magazine_purchases,1,acquired,set,0.361
machine_learning_courses,1,other,unknown,0.279
maastricht_food_spots,1,other,unknown,0.287
luxury_shoes,1,other,unknown,0.245
luxury_goods,1,owns,set,0.405
lunch_recommendations,1,recommended,speech,0.459
lunch_recommendation,1,recommended,speech,0.452
lunch_habit,1,routine,single,0.475
lunch_catering,1,ate_at,set,0.490
luggage_status,1,other,unknown,0.330
luggage,1,owns,set,0.360
loyalty_program_status,1,other,unknown,0.330
loyalty_program_redemption,1,other,unknown,0.346
loyalty_program_balance,1,other,unknown,0.293
low_waste_coffee_makers,1,other,unknown,0.155
low_impact_exercises,1,other,unknown,0.267
lofi_hiphop_youtube,1,other,unknown,0.239
lofi_hiphop_artists,1,other,unknown,0.232
locket_details,1,other,unknown,0.280
location_history,1,event_occurred,event,0.436
local_support_activities,1,other,unknown,0.329
living_room_wall_width,1,other,unknown,0.273
living_room_status,1,lives_in,single,0.578
living_room_goal,1,current_goal,single,0.469
living_room_furniture,1,lives_in,single,0.378
living_room_dimensions,1,lives_in,single,0.424
living_room_design,1,lives_in,single,0.389
living_room_aesthetic,1,lives_in,single,0.413
livestock_status,1,other,unknown,0.260
livestock_plans,1,planned_event,event,0.285
livestock_owned,1,owns,set,0.427
live_streaming_start_date,1,other,unknown,0.305
live_streaming_duration,1,other,unknown,0.302
live_streaming,1,listened_to,set,0.401
literary_preference,1,prefers,single,0.492
literary_events_attended,1,event_occurred,event,0.550
literacy_volunteering_org,1,other,unknown,0.304
listening_habit,1,routine,single,0.551
linkedin_posts,1,other,unknown,0.195
linkedin_posting_goal,1,current_goal,single,0.434
linkedin_engagement,1,other,unknown,0.260
linkedin_blog_engagement,1,other,unknown,0.255
linkedin_articles,1,other,unknown,0.303
linkedin_activity,1,other,unknown,0.269
lighting_search,1,other,unknown,0.153
light_bulbs,1,other,unknown,0.213
light_bulb_owned,1,owns,set,0.328
light_bulb_brands,1,other,unknown,0.177
lifestyle_habits,1,routine,single,0.613
life_satisfaction_score,1,relationship_status,single,0.388
life_goal,1,current_goal,single,0.620
lesson_plan,1,planned_event,event,0.294
lenape_history_books,1,other,unknown,0.245
lemon_pairing_recommendation,1,recommended,speech,0.219
legal_terms_explanation,1,other,unknown,0.339
legal_systems_explanation,1,other,unknown,0.322
legal_specialization,1,works_as,single,0.352
legal_resource_recommendations,1,recommended,speech,0.305
legal_representation,1,other,unknown,0.294
legal_name_change_status,1,other,unknown,0.243
legal_name_change,1,other,unknown,0.238
legal_jurisdiction,1,other,unknown,0.308
legal_experience,1,other,unknown,0.262
legal_consultation,1,other,unknown,0.335
legal_case,1,other,unknown,0.299
legal_actions,1,other,unknown,0.298
legal_accusations,1,other,unknown,0.219
leftovers,1,other,unknown,0.289
leather_polish_recommendations,1,recommended,speech,0.238
leather_care_plan,1,planned_event,event,0.219
learning_tools,1,uses_tool,single,0.477
learning_schedule,1,routine,single,0.378
learning_resources,1,other,unknown,0.333
learning_platforms,1,other,unknown,0.272
learning_plans,1,planned_event,event,0.396
learning_materials,1,other,unknown,0.291
learning_interest,1,studies,single,0.383
learning_habits,1,routine,single,0.455
learning_habit,1,routine,single,0.448
learning_goal,1,current_goal,single,0.648
learning_apps,1,other,unknown,0.258
leadership_meetings,1,attended,set,0.406
leadership_development_methods,1,other,unknown,0.324
leadership_development_activities,1,team_size,single,0.351
lead_magnet_tool,1,other,unknown,0.309
lawyer_name,1,other,unknown,0.263
lawn_mowing_height,1,other,unknown,0.182
lawn_fertilizer,1,other,unknown,0.326
laundry_supplies,1,other,unknown,0.337
laundry_room_lighting,1,other,unknown,0.112
laundry_process,1,other,unknown,0.156
laundry_habit,1,routine,single,0.405
laundry_detergent_search,1,other,unknown,0.125
laundry_detergent_recommendations,1,recommended,speech,0.263
laundry_detergent_recommendation,1,recommended,speech,0.262
laundry_detergent_preference,1,other,unknown,0.298
laundry_detergent,1,other,unknown,0.160
laundry_date,1,event_occurred,event,0.383
latex_editor,1,other,unknown,0.322
last_oil_change,1,other,unknown,0.250
last_maintenance,1,other,unknown,0.293
large_group_game_recommendations,1,recommended,speech,0.322
laptop_usage_needs,1,other,unknown,0.302
laptop_storage,1,other,unknown,0.213
laptop_requirements,1,other,unknown,0.162
laptop_ram_upgrade_plan,1,planned_event,event,0.139
laptop_plans,1,planned_event,event,0.288
laptop_owned,1,owns,set,0.471
laptop_maintenance,1,other,unknown,0.272
laptop_cooling_pad,1,other,unknown,0.117
laptop_battery_life,1,other,unknown,0.177
laptop_battery_calibration_date,1,other,unknown,0.247
laptop_accessories,1,other,unknown,0.293
lap_timer_recommendations,1,recommended,speech,0.294
languages_learning,1,other,unknown,0.240
language_tutor,1,other,unknown,0.308
language_teacher,1,other,unknown,0.293
language_practice,1,other,unknown,0.340
language_learning_recommendations,1,recommended,speech,0.435
language_learning_recommendation,1,recommended,speech,0.431
language_exchange_recommendation,1,recommended,speech,0.487
language_exchange_interests,1,other,unknown,0.256
language_exchange_event,1,event_occurred,event,0.381
language_exchange,1,other,unknown,0.298
language_documentation_interests,1,explained,speech,0.365
language_documentation_focus,1,other,unknown,0.288
language_course,1,studies,single,0.382
language_classes,1,other,unknown,0.241
landscaping_design_choice,1,grows,set,0.379
landscaping_budget,1,financial_activity,set,0.334
land_purchase,1,acquired,set,0.447
land_maintenance,1,other,unknown,0.267
lamp_recommendations,1,recommended,speech,0.323
lamp_location,1,other,unknown,0.239
lake_house_location,1,lives_in,single,0.366
lab_skills,1,other,unknown,0.350
kyoto_restaurant_recommendations,1,recommended,speech,0.352
kyoto_hotel_recommendations,1,recommended,speech,0.248
korean_restaurants_tried,1,ate_at,set,0.438
korean_food_recommendation,1,recommended,speech,0.324
korean_dessert_recommendation,1,recommended,speech,0.281
korean_chili_flake_brands,1,other,unknown,0.201
korean_breakfast_recommendation,1,recommended,speech,0.306
knitting_tools,1,uses_tool,single,0.355
klargen_ownership,1,owns,set,0.377
kitchen_tool_recommendations,1,recommended,speech,0.424
kitchen_purchase_plans,1,planned_event,event,0.269
kitchen_organization_date,1,other,unknown,0.318
kitchen_organization,1,other,unknown,0.344
kitchen_decor_accents,1,other,unknown,0.191
kitchen_brand_recommendations,1,recommended,speech,0.278
kindle_purchase,1,acquired,set,0.300
kimchi_ingredients,1,other,unknown,0.213
kickboxing_youtube_recommendations,1,recommended,speech,0.295
kickboxing_online_program_recommendations,1,recommended,speech,0.251
kickboxing_class_recommendations,1,recommended,speech,0.264
kickboxing_app_recommendations,1,recommended,speech,0.282
keycap_cleaning_recommendation,1,recommended,speech,0.229
kedah_population,1,other,unknown,0.181
journaling_routine,1,routine,single,0.412
journaling_plans,1,planned_event,event,0.387
journaling_plan,1,planned_event,event,0.320
journaling_habit,1,routine,single,0.399
journaling,1,read,set,0.360
joint_ventures,1,other,unknown,0.282
jogging_schedule,1,routine,single,0.411
job_tenure,1,works_as,single,0.468
job_start_date,1,other,unknown,0.313
job_opportunities,1,works_as,single,0.399
job_offer,1,other,unknown,0.335
job_interview,1,other,unknown,0.350
job_candidate,1,works_as,single,0.462
job_board_recommendation,1,recommended,speech,0.393
job_applications,1,works_at,single,0.425
jewelry_usage,1,other,unknown,0.279
jewelry_shop,1,other,unknown,0.213
jewelry_search,1,other,unknown,0.239
jewelry_sale_plan,1,planned_event,event,0.203
jewelry_purchases,1,acquired,set,0.334
jewelry_possession,1,owns,set,0.611
jewelry_plans,1,planned_event,event,0.305
jewelry_organization,1,other,unknown,0.300
jewelry_materials,1,other,unknown,0.239
